姓名 高数 Java 数据结构 平均成绩 总成绩
张三24 46 28 42 38 116
张三47 32 76 69 59 177
张三29 85 29 43 52 157
张三66 52 12 38 34 102
张三90 54 80 0 44 134
张三55 56 90 7 51 153
张三99 31 26 58 38 115
张三73 20 16 16 17 52
张三56 65 63 75 67 203
张三52 29 42 52 41 123
张三79 78 68 55 67 201
张三63 41 48 9 32 98
张三46 68 93 95 85 256
张三65 95 75 72 80 242
张三21 8 7 39 18 54
张三23 1 95 35 43 131
张三92 12 70 39 40 121
张三21 55 21 81 52 157
张三48 98 71 83 84 252
张三6 62 10 60 44 132
张三40 69 75 34 59 178
张三48 73 95 61 76 229
张三22 12 47 69 42 128
张三92 62 55 60 59 177
张三78 66 60 51 59 177
张三28 90 10 81 60 181
张三50 8 92 37 45 137
张三31 50 90 10 50 150
张三50 72 83 25 60 180
张三27 79 39 57 58 175
张三9 0 4 92 32 96
张三89 83 27 37 49 147
张三95 64 40 63 55 167
张三79 7 92 22 40 121
张三14 44 21 29 31 94
张三73 57 35 2 31 94
张三61 30 32 90 50 152
张三54 45 42 29 38 116
张三94 78 82 7 55 167
张三56 14 7 51 24 72
张三51 62 36 72 56 170
张三71 78 65 59 67 202
张三22 77 13 41 43 131
张三86 65 77 92 78 234
张三53 93 19 85 65 197
张三94 65 26 80 57 171
张三47 76 75 51 67 202
张三95 3 1 36 13 40
张三84 10 38 55 34 103
张三83 5 86 93 61 184
张三78 97 39 19 51 155
张三87 26 87 73 62 186
张三30 13 90 47 50 150
张三19 44 53 32 43 129
张三75 47 24 5 25 76
张三29 48 89 6 47 143
张三0 60 63 28 50 151
张三86 87 47 61 65 195
张三93 26 58 84 56 168
张三24 28 52 20 33 100
张三65 52 15 71 46 138
张三34 65 16 19 33 100
张三27 93 7 22 40 122
张三82 75 18 14 35 107
张三30 98 60 38 65 196
张三84 94 67 53 71 214
张三9 55 23 82 53 160
张三72 83 82 61 75 226
张三71 29 95 5 43 129
张三29 90 45 17 50 152
张三19 9 57 80 48 146
张三82 36 17 35 29 88
张三17 94 20 68 60 182
张三72 82 22 48 50 152
张三33 5 3 48 18 56
张三49 44 38 69 50 151
张三98 91 0 78 56 169
张三55 77 46 0 41 123
张三90 65 95 66 75 226
张三98 45 41 74 53 160
张三25 92 27 76 65 195
张三29 25 88 78 63 191
张三3 17 36 96 49 149
张三61 44 83 88 71 215
张三54 1 20 44 21 65
张三19 31 58 9 32 98
张三78 98 92 79 89 269
张三92 21 34 97 50 152
张三71 6 25 56 29 87
张三24 73 14 19 35 106
张三84 59 4 40 34 103
张三71 62 66 73 67 201
张三58 59 51 57 55 167
张三14 68 40 57 55 165
张三26 43 67 58 56 168
张三2 73 23 91 62 187
张三88 55 12 24 30 91
张三61 36 22 7 21 65
张三78 66 34 35 45 135
张三95 11 23 63 32 97
张三2 42 99 71 70 212
张三68 18 83 59 53 160
张三8 75 88 38 67 201
张三49 97 36 47 60 180
张三6 20 61 27 36 108
张三35 93 27 71 63 191
张三68 1 25 42 22 68
张三15 53 6 77 45 136
张三56 78 16 62 52 156
张三18 44 40 79 54 163
张三80 91 18 32 47 141
张三65 9 39 67 38 115
张三65 21 67 82 56 170
张三25 26 89 3 39 118
张三82 41 95 24 53 160
张三29 42 38 33 37 113
张三89 33 54 77 54 164
张三10 86 92 7 61 185
张三66 3 80 32 38 115
张三54 91 6 96 64 193
张三46 26 9 36 23 71
张三1 79 80 44 67 203
张三85 92 63 61 72 216
张三18 87 92 94 91 273
张三11 32 47 9 29 88
张三25 36 29 63 42 128
张三52 66 37 42 48 145
张三71 73 9 81 54 163
张三34 79 54 50 61 183
张三68 38 87 0 41 125
张三95 19 45 94 52 158
张三37 39 93 38 56 170
张三50 3 20 92 38 115
张三30 31 64 25 40 120
张三20 27 13 30 23 70
张三28 35 36 57 42 128
张三0 55 69 12 45 136
张三23 47 30 80 52 157
张三21 18 82 89 63 189
张三37 11 52 54 39 117
张三47 40 22 28 30 90
张三51 75 64 73 70 212
张三99 97 28 11 45 136
张三27 32 29 48 36 109
张三10 44 70 75 63 189
张三45 33 15 60 36 108
张三32 92 89 34 71 215
张三8 16 12 63 30 91
张三78 3 79 32 38 114
张三74 86 15 77 59 178
张三47 52 64 47 54 163
张三13 50 57 5 37 112
张三61 55 92 14 53 161
张三9 72 2 73 49 147
张三47 70 34 51 51 155
张三49 30 34 60 41 124
张三3 33 79 12 41 124
张三71 68 1 87 52 156
张三45 58 50 82 63 190
张三60 78 99 64 80 241
张三41 44 79 13 45 136
张三21 68 6 23 32 97
张三48 43 37 43 41 123
张三59 84 0 91 58 175
张三32 91 81 59 77 231
张三47 4 23 70 32 97
张三38 19 76 95 63 190
张三73 19 69 26 38 114
张三12 74 8 79 53 161
张三82 66 18 24 36 108
张三24 22 94 59 58 175
张三57 80 39 42 53 161
张三31 34 41 76 50 151
张三20 79 25 53 52 157
张三77 53 34 78 55 165
张三22 7 50 67 41 124
张三20 90 34 75 66 199
张三74 79 53 63 65 195
张三35 29 32 86 49 147
张三29 27 82 60 56 169
张三36 2 78 26 35 106
张三17 30 60 6 32 96
张三3 87 78 41 68 206
张三99 69 67 70 68 206
张三30 32 56 81 56 169
张三75 55 24 91 56 170
张三6 6 82 66 51 154
张三91 10 42 5 19 57
张三3 39 46 6 30 91
张三1 8 75 40 41 123
张三50 88 17 47 50 152
张三95 95 73 84 84 252
张三83 59 13 82 51 154
张三96 53 37 38 42 128
张三35 55 81 42 59 178
张三88 79 19 10 36 108
张三83 33 50 41 41 124
张三20 85 19 36 46 140
张三70 7 23 58 29 88
张三11 47 70 7 41 124
张三86 8 7 78 31 93
张三43 58 17 48 41 123
张三43 95 96 20 70 211
张三10 61 26 87 58 174
张三13 88 72 13 57 173
张三84 65 78 95 79 238
张三92 54 72 21 49 147
张三89 80 47 90 72 217
张三14 71 41 21 44 133
张三2 11 55 47 37 113
张三33 53 79 64 65 196
张三37 4 45 40 29 89
张三41 16 32 8 18 56
张三63 40 38 15 31 93
张三92 1 7 74 27 82
张三64 99 49 77 75 225
张三50 7 96 72 58 175
张三58 67 77 32 58 176
张三85 75 37 14 42 126
张三8 40 7 13 20 60
张三76 51 68 88 69 207
张三12 52 69 92 71 213
张三6 3 29 69 33 101
张三52 35 67 56 52 158
张三44 65 20 93 59 178
张三27 82 49 81 70 212
张三68 62 40 27 43 129
张三14 74 92 60 75 226
张三54 99 45 91 78 235
张三23 96 35 50 60 181
张三48 46 4 33 27 83
张三49 48 55 45 49 148
张三96 47 50 55 50 152
张三20 19 91 98 69 208
张三84 31 39 43 37 113
张三16 1 63 41 35 105
张三40 0 83 53 45 136
张三1 38 29 88 51 155
张三73 24 9 44 25 77
张三68 52 71 2 41 125
张三63 82 57 72 70 211
张三31 84 33 73 63 190
张三30 4 24 81 36 109
张三93 45 17 44 35 106
张三45 25 19 60 34 104
张三58 62 32 60 51 154
张三46 41 90 41 57 172
张三93 71 46 54 57 171
张三99 34 14 67 38 115
张三52 82 82 75 79 239
张三95 18 95 53 55 166
张三6 23 64 25 37 112
张三78 91 89 15 65 195
张三46 41 2 75 39 118
张三54 27 52 45 41 124
张三61 15 72 56 47 143
张三12 36 94 53 61 183
张三6 3 23 59 28 85
张三69 63 66 8 45 137
张三93 37 33 84 51 154
张三17 6 29 45 26 80
张三1 33 82 23 46 138
张三28 95 72 23 63 190
张三69 80 20 76 58 176
张三46 40 83 48 57 171
张三11 29 39 15 27 83
张三86 42 88 98 76 228
张三90 87 97 58 80 242
张三2 38 15 18 23 71
张三22 3 34 31 22 68
张三97 13 40 62 38 115
张三2 80 81 1 54 162
张三95 0 32 8 13 40
张三71 67 63 23 51 153
张三93 61 3 72 45 136
张三74 12 33 42 29 87
张三62 6 14 94 38 114
张三70 67 2 34 34 103
张三70 1 18 76 31 95
张三94 96 35 70 67 201
张三33 80 24 90 64 194
张三84 13 45 49 35 107
张三34 38 18 91 49 147
张三30 55 95 34 61 184
张三59 98 72 98 89 268
张三91 68 93 79 80 240
张三35 59 32 35 42 126
张三6 54 38 31 41 123
张三78 79 66 38 61 183
张三84 29 54 54 45 137
张三73 41 4 73 39 118
张三46 52 23 6 27 81
张三59 15 13 20 16 48
张三68 65 94 53 70 212
张三90 14 82 20 38 116
张三33 31 44 28 34 103
张三72 92 11 92 65 195
张三98 54 1 38 31 93
张三30 49 27 57 44 133
张三34 49 67 96 70 212
张三35 41 81 35 52 157
张三98 62 1 33 32 96
张三93 95 86 3 61 184
张三38 74 41 4 39 119
张三94 88 3 27 39 118
张三39 39 83 1 41 123
张三48 40 94 0 44 134
张三69 38 46 36 40 120
张三79 31 88 57 58 176
张三88 48 81 64 64 193
张三45 31 36 53 40 120
张三4 63 21 36 40 120
张三91 15 47 12 24 74
张三16 6 60 30 32 96
张三84 3 32 88 41 123
张三64 26 23 90 46 139
张三60 34 3 6 14 43
张三82 71 60 57 62 188
张三88 78 92 62 77 232
张三19 81 70 93 81 244
张三43 33 1 95 43 129
张三71 30 50 20 33 100
张三25 72 88 84 81 244
张三59 23 12 27 20 62
张三88 34 55 14 34 103
张三13 35 30 22 29 87
张三39 66 94 3 54 163
张三80 18 87 20 41 125
张三40 66 97 17 60 180
张三46 46 52 7 35 105
张三28 91 52 93 78 236
张三39 59 6 18 27 83
张三13 18 66 40 41 124
张三74 18 84 14 38 116
张三36 75 98 10 61 183
张三24 1 21 43 21 65
张三98 87 89 48 74 224
张三62 89 95 34 72 218
张三86 0 14 53 22 67
张三85 20 28 55 34 103
张三49 68 10 26 34 104
张三22 22 81 12 38 115
张三24 31 43 82 52 156
张三89 44 42 4 30 90
张三91 20 15 45 26 80
张三41 44 11 42 32 97
张三17 46 33 55 44 134
张三35 15 15 94 41 124
张三19 82 92 67 80 241
张三1 40 23 21 28 84
张三51 37 37 11 28 85
张三89 24 29 20 24 73
张三10 71 99 38 69 208
张三37 39 30 82 50 151
张三85 20 43 81 48 144
张三81 69 20 30 39 119
张三27 15 59 9 27 83
张三92 58 75 97 76 230
张三3 13 70 40 41 123
张三24 90 90 62 80 242
张三46 85 67 46 66 198
张三3 45 5 55 35 105
张三33 20 78 79 59 177
张三90 32 40 91 54 163
张三57 48 28 75 50 151
张三90 70 92 2 54 164
张三52 81 55 39 58 175
张三11 81 99 67 82 247
张三4 26 93 9 42 128
张三76 17 62 74 51 153
张三57 36 20 46 34 102
张三42 24 70 56 50 150
张三92 79 45 12 45 136
张三2 28 84 76 62 188
张三36 53 90 14 52 157
张三40 87 67 68 74 222
张三33 83 68 48 66 199
张三88 47 66 58 57 171
张三90 63 77 52 64 192
张三7 97 83 1 60 181
张三63 43 69 63 58 175
张三73 12 0 42 18 54
张三63 65 45 34 48 144
张三55 20 32 56 36 108
张三89 98 93 54 81 245
张三8 50 26 41 39 117
张三21 38 86 79 67 203
张三30 26 35 75 45 136
张三20 57 77 69 67 203
张三35 25 38 31 31 94
张三38 21 75 87 61 183
张三60 23 74 56 51 153
张三17 27 2 98 42 127
张三4 76 13 15 34 104
张三34 2 34 90 42 126
张三58 25 91 85 67 201
张三30 82 94 91 89 267
张三85 18 80 37 45 135
张三17 69 65 58 64 192
张三52 89 57 41 62 187
张三60 13 5 67 28 85
张三24 36 10 93 46 139
张三76 83 12 20 38 115
张三76 83 82 26 63 191
张三98 22 56 56 44 134
张三82 32 52 88 57 172
张三85 0 82 36 39 118
张三77 22 98 64 61 184
张三96 99 57 24 60 180
张三19 69 83 95 82 247
张三48 15 91 93 66 199
张三85 36 82 23 47 141
张三14 41 86 35 54 162
张三72 71 11 52 44 134
张三60 71 75 44 63 190
张三8 9 55 13 25 77
张三97 54 52 96 67 202
张三71 19 83 68 56 170
张三15 69 23 68 53 160
张三85 49 13 99 53 161
张三27 2 6 39 15 47
张三43 98 55 63 72 216
张三19 57 79 89 75 225
张三57 24 45 96 55 165
张三10 30 46 84 53 160
张三63 48 63 20 43 131
张三55 16 64 0 26 80
张三5 36 74 74 61 184
张三37 39 66 43 49 148
张三93 58 55 70 61 183
张三54 23 61 50 44 134
张三3 56 87 49 64 192
张三73 41 98 99 79 238
张三61 69 27 87 61 183
张三18 16 29 39 28 84
张三38 98 93 83 91 274
张三24 52 2 32 28 86
张三34 20 18 18 18 56
张三48 26 77 75 59 178
张三46 60 66 68 64 194
张三41 74 42 21 45 137
张三30 1 8 22 10 31
张三21 27 64 41 44 132
张三13 91 11 23 41 125
张三89 17 18 81 38 116
张三19 52 75 46 57 173
张三79 37 64 16 39 117
张三94 36 26 69 43 131
张三54 10 80 91 60 181
张三70 60 60 7 42 127
张三61 43 51 15 36 109
张三93 9 80 23 37 112
张三27 39 94 47 60 180
张三87 15 85 15 38 115
张三49 88 54 80 74 222
张三65 31 86 67 61 184
张三15 89 1 14 34 104
张三81 59 81 96 78 236
张三58 58 30 87 58 175
张三85 7 96 38 47 141
张三29 12 17 95 41 124
张三43 86 73 61 73 220
张三37 52 8 11 23 71
张三21 66 83 88 79 237
张三3 86 30 2 39 118
张三47 48 66 74 62 188
张三19 48 51 97 65 196
张三92 36 51 71 52 158
张三96 16 40 48 34 104
张三54 4 94 68 55 166
张三76 40 86 96 74 222
张三22 89 34 99 74 222
张三8 17 93 32 47 142
张三50 72 73 52 65 197
张三28 87 53 9 49 149
张三78 10 14 20 14 44
张三93 37 60 57 51 154
张三78 37 11 75 41 123
张三56 23 28 91 47 142
张三9 51 33 68 50 152
张三86 69 12 31 37 112
张三9 51 25 76 50 152
张三65 82 59 61 67 202
张三62 95 31 42 56 168
张三17 3 31 3 12 37
张三10 86 13 96 65 195
张三55 85 74 79 79 238
张三9 10 65 46 40 121
张三49 58 28 88 58 174
张三42 91 33 70 64 194
张三44 36 8 27 23 71
张三38 22 61 58 47 141
张三95 60 92 20 57 172
张三61 98 43 79 73 220
张三90 92 98 50 80 240
张三68 60 48 74 60 182
张三69 6 42 93 47 141
张三52 21 40 97 52 158
张三78 32 1 10 14 43
张三19 33 22 65 40 120
张三6 61 23 41 41 125
张三57 18 63 77 52 158
张三95 99 73 1 57 173
张三7 78 97 17 64 192
张三19 49 87 93 76 229
张三42 44 98 50 64 192
张三74 49 79 63 63 191
张三3 38 76 84 66 198
张三29 83 32 74 63 189
张三60 58 39 52 49 149
张三26 68 60 72 66 200
张三2 8 19 22 16 49
张三27 70 22 80 57 172
张三50 29 63 66 52 158
张三43 96 26 26 49 148
张三69 12 29 34 25 75
张三12 73 59 99 77 231
张三26 93 49 1 47 143
张三87 19 19 99 45 137
张三91 58 29 1 29 88
张三61 47 48 5 33 100
张三13 14 19 67 33 100
张三46 73 90 98 87 261
张三99 7 64 22 31 93
张三72 16 7 94 39 117
张三71 84 20 7 37 111
张三85 6 50 89 48 145
张三7 31 90 38 53 159
张三42 41 62 8 37 111
张三57 41 26 18 28 85
张三56 60 38 24 40 122
张三15 89 92 67 82 248
张三17 24 2 81 35 107
张三80 20 86 20 42 126
张三7 13 56 32 33 101
张三30 76 80 22 59 178
张三76 98 15 86 66 199
张三3 16 90 24 43 130
张三49 31 30 19 26 80
张三52 8 29 43 26 80
张三91 59 73 1 44 133
张三26 94 78 51 74 223
张三24 84 30 27 47 141
张三75 66 83 7 52 156
张三13 82 15 73 56 170
张三13 94 67 40 67 201
张三24 82 21 4 35 107
张三54 85 7 53 48 145
张三45 75 62 9 48 146
张三20 96 29 7 44 132
张三20 65 69 35 56 169
张三93 0 8 91 33 99
张三32 25 43 54 40 122
张三46 81 78 7 55 166
张三38 5 84 78 55 167
张三88 29 97 20 48 146
张三39 81 51 4 45 136
张三91 37 12 35 28 84
张三43 83 13 64 53 160
张三2 29 26 28 27 83
张三51 16 99 2 39 117
张三48 76 62 26 54 164
张三74 64 66 7 45 137
张三89 74 63 10 49 147
张三58 42 24 73 46 139
张三83 92 99 5 65 196
张三85 45 6 69 40 120
张三48 12 42 58 37 112
张三62 99 72 37 69 208
张三64 25 46 35 35 106
张三34 12 59 43 38 114
张三32 47 47 77 57 171
张三65 92 46 64 67 202
张三77 73 48 7 42 128
张三84 62 90 84 78 236
张三83 91 82 67 80 240
张三88 8 32 11 17 51
张三79 5 47 32 28 84
张三50 30 4 65 33 99
张三23 54 65 34 51 153
张三67 78 74 89 80 241
张三48 25 13 80 39 118
张三54 96 11 76 61 183
张三71 93 11 67 57 171
张三72 20 51 23 31 94
张三74 34 87 12 44 133
张三29 84 14 48 48 146
张三18 0 41 46 29 87
张三15 28 85 41 51 154
张三36 47 76 64 62 187
张三36 39 62 25 42 126
张三22 59 76 9 48 144
张三79 39 51 51 47 141
张三21 5 51 28 28 84
张三18 12 28 55 31 95
张三68 26 61 55 47 142
张三27 45 33 49 42 127
张三43 39 11 76 42 126
张三78 7 47 31 28 85
张三44 95 71 9 58 175
张三39 95 67 17 59 179
张三89 41 49 86 58 176
张三92 40 85 52 59 177
张三86 74 49 19 47 142
张三32 25 35 48 36 108
张三65 72 69 11 50 152
张三38 68 67 38 57 173
张三31 51 27 13 30 91
张三2 85 48 68 67 201
张三85 84 22 52 52 158
张三72 17 27 54 32 98
张三45 76 74 89 79 239
张三47 99 77 77 84 253
张三39 84 86 69 79 239
张三11 90 32 96 72 218
张三62 22 31 73 42 126
张三21 16 73 91 60 180
张三18 0 61 97 52 158
张三66 74 19 88 60 181
张三91 72 77 0 49 149
张三65 0 41 5 15 46
张三15 2 19 6 9 27
张三83 17 4 35 18 56
张三37 78 69 62 69 209
张三65 98 96 50 81 244
张三82 15 56 59 43 130
张三33 14 8 89 37 111
张三90 48 26 92 55 166
张三88 60 71 78 69 209
张三62 90 8 15 37 113
张三10 64 57 73 64 194
张三31 11 86 2 33 99
张三52 38 17 41 32 96
张三74 71 68 32 57 171
张三76 24 94 16 44 134
张三99 0 96 58 51 154
张三66 25 47 93 55 165
张三87 16 60 20 32 96
张三19 46 66 46 52 158
张三79 19 86 21 42 126
张三8 81 74 85 80 240
张三28 12 26 80 39 118
张三55 9 31 93 44 133
张三56 27 71 11 36 109
张三72 98 96 95 96 289
张三91 51 58 9 39 118
张三40 25 23 58 35 106
张三78 4 41 42 29 87
张三52 57 68 35 53 160
张三78 92 51 78 73 221
张三31 56 54 79 63 189
张三98 40 74 83 65 197
张三98 10 25 4 13 39
张三38 90 99 83 90 272
张三55 86 69 69 74 224
张三20 1 37 85 41 123
张三4 67 0 13 26 80
张三45 8 6 73 29 87
张三27 20 30 57 35 107
张三12 12 19 40 23 71
张三77 7 76 59 47 142
张三62 97 51 34 60 182
张三78 33 65 92 63 190
张三48 30 40 2 24 72
张三25 87 47 70 68 204
张三53 60 62 75 65 197
张三25 38 34 54 42 126
张三96 30 96 35 53 161
张三33 77 8 96 60 181
张三85 79 42 46 55 167
张三59 17 74 27 39 118
张三39 74 85 35 64 194
张三67 98 54 76 76 228
张三64 34 4 72 36 110
张三76 61 48 81 63 190
张三55 98 66 72 78 236
张三48 84 7 44 45 135
张三73 78 66 19 54 163
张三13 82 79 15 58 176
张三10 83 95 0 59 178
张三66 41 53 24 39 118
张三40 9 47 68 41 124
张三44 22 90 4 38 116
张三23 42 99 2 47 143
张三62 41 13 49 34 103
张三7 95 23 26 48 144
张三69 43 20 17 26 80
张三45 95 23 92 70 210
张三47 1 10 75 28 86
张三32 95 88 47 76 230
张三70 17 60 32 36 109
张三4 55 20 49 41 124
张三95 5 84 22 37 111
张三85 36 75 86 65 197
张三54 83 55 20 52 158
张三60 98 15 20 44 133
张三62 8 93 9 36 110
张三91 87 77 63 75 227
张三65 20 23 35 26 78
张三40 60 97 48 68 205
张三92 87 71 13 57 171
张三48 83 34 65 60 182
张三90 76 52 66 64 194
张三74 0 5 66 23 71
张三43 70 65 20 51 155
张三8 52 15 53 40 120
张三22 19 3 91 37 113
张三8 1 34 20 18 55
张三98 7 30 10 15 47
张三27 89 70 7 55 166
张三27 41 99 6 48 146
张三24 34 30 64 42 128
张三96 29 7 23 19 59
张三75 35 76 77 62 188
张三61 81 13 46 46 140
张三36 58 10 68 45 136
张三52 49 54 63 55 166
张三22 1 49 79 43 129
张三96 10 46 82 46 138
张三92 85 72 13 56 170
张三99 40 62 89 63 191
张三73 97 56 83 78 236
张三93 31 4 12 15 47
张三49 84 28 94 68 206
张三11 64 26 31 40 121
张三97 6 91 55 50 152
张三84 33 65 29 42 127
张三62 45 24 6 25 75
张三49 77 1 6 28 84
张三85 67 47 93 69 207
张三7 72 43 82 65 197
张三36 77 93 45 71 215
张三95 83 6 55 48 144
张三12 99 56 12 55 167
张三40 99 40 9 49 148
张三1 85 82 88 85 255
张三10 66 22 71 53 159
张三31 32 30 23 28 85
张三93 17 9 72 32 98
张三45 61 21 87 56 169
张三63 65 34 60 53 159
张三66 84 55 61 66 200
张三2 86 82 59 75 227
张三67 63 62 43 56 168
张三5 36 68 91 65 195
张三36 42 2 14 19 58
张三77 53 26 89 56 168
张三0 8 62 96 55 166
张三4 56 67 74 65 197
张三78 92 84 93 89 269
张三51 37 63 79 59 179
张三40 49 38 96 61 183
张三22 4 72 29 35 105
张三10 47 24 3 24 74
张三89 28 9 23 20 60
张三49 73 58 82 71 213
张三63 92 32 82 68 206
张三82 29 84 62 58 175
张三89 56 84 30 56 170
张三75 76 14 51 47 141
张三52 77 24 57 52 158
张三69 51 91 11 51 153
张三52 60 40 66 55 166
张三29 63 23 32 39 118
张三89 12 7 92 37 111
张三57 46 29 82 52 157
张三41 35 60 66 53 161
张三88 21 12 46 26 79
张三42 86 71 47 68 204
张三67 0 31 54 28 85
张三1 77 71 49 65 197
